gene_id	locus_tag	start	end	strand	product	go	genome_id	accession	gene_name
cds-WP_001802667.1	USA300HOU_RS08395	1684281	1684964	-	NfeD family protein	None	TCH1516	NC_010079.1	USA300HOU_RS08395
cds-WP_000048060.1	USA300HOU_RS08400	1685208	1685384	-	30S ribosomal protein S21	translation|0006412||IEA	TCH1516	NC_010079.1	rpsU
cds-WP_000108667.1	USA300HOU_RS08405	1685677	1687023	-	tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))-methylthiotransferase MtaB	tRNA modification|0006400||IEA	TCH1516	NC_010079.1	mtaB
cds-WP_001190128.1	USA300HOU_RS08410	1687030	1687782	-	16S rRNA (uracil(1498)-N(3))-methyltransferase	rRNA processing|0006364||IEA	TCH1516	NC_010079.1	USA300HOU_RS08410
cds-WP_001104611.1	USA300HOU_RS08415	1687784	1688722	-	50S ribosomal protein L11 methyltransferase	protein modification process|0036211||IEA	TCH1516	NC_010079.1	prmA
cds-WP_001119021.1	USA300HOU_RS08420	1688726	1689865	-	molecular chaperone DnaJ	protein folding|0006457||IEA,response to heat|0009408||IEA	TCH1516	NC_010079.1	dnaJ
cds-WP_000034716.1	USA300HOU_RS08425	1690001	1691833	-	molecular chaperone DnaK	protein folding|0006457||IEA	TCH1516	NC_010079.1	dnaK
cds-WP_000182215.1	USA300HOU_RS08430	1691902	1692528	-	nucleotide exchange factor GrpE	protein folding|0006457||IEA	TCH1516	NC_010079.1	grpE
cds-WP_000627140.1	USA300HOU_RS08435	1692560	1693537	-	heat-inducible transcriptional repressor HrcA	response to heat|0009408||IEA	TCH1516	NC_010079.1	hrcA
cds-WP_000218090.1	USA300HOU_RS08440	1693637	1694761	-	radical SAM family heme chaperone HemW	porphyrin-containing compound biosynthetic process|0006779||IEA	TCH1516	NC_010079.1	hemW
cds-WP_000368341.1	USA300HOU_RS08450	1695324	1697147	-	translation elongation factor 4	None	TCH1516	NC_010079.1	lepA
cds-WP_001274017.1	USA300HOU_RS08455	1697493	1697744	+	30S ribosomal protein S20	translation|0006412||IEA	TCH1516	NC_010079.1	rpsT
cds-WP_001282562.1	USA300HOU_RS08460	1697789	1698763	-	DNA polymerase III subunit delta	DNA replication|0006260||IEA	TCH1516	NC_010079.1	holA
cds-WP_001548978.1	USA300HOU_RS08465	1698820	1701021	-	DNA internalization-related competence protein ComEC/Rec2	DNA import into cell involved in transformation|0009290||IEA	TCH1516	NC_010079.1	USA300HOU_RS08465
cds-WP_000439693.1	USA300HOU_RS08470	1701026	1701487	-	ComE operon protein 2	None	TCH1516	NC_010079.1	USA300HOU_RS08470
cds-WP_001792568.1	USA300HOU_RS08475	1701579	1702265	-	ComEA family DNA-binding protein	None	TCH1516	NC_010079.1	USA300HOU_RS08475
cds-WP_000084829.1	USA300HOU_RS08480	1702305	1703021	-	class I SAM-dependent methyltransferase	None	TCH1516	NC_010079.1	USA300HOU_RS08480
cds-WP_001088022.1	USA300HOU_RS08485	1703024	1703377	-	ribosome silencing factor	negative regulation of translation|0017148||IEA	TCH1516	NC_010079.1	rsfS
cds-WP_001019324.1	USA300HOU_RS08490	1703378	1703962	-	bis(5'-nucleosyl)-tetraphosphatase (symmetrical) YqeK	None	TCH1516	NC_010079.1	yqeK
cds-WP_000725162.1	USA300HOU_RS08495	1703952	1704521	-	nicotinate (nicotinamide) nucleotide adenylyltransferase	NAD biosynthetic process|0009435||IEA	TCH1516	NC_010079.1	nadD
cds-WP_000955231.1	USA300HOU_RS08500	1704524	1704814	-	ribosome assembly RNA-binding protein YhbY	biological_process|0008150||IEA	TCH1516	NC_010079.1	yhbY
cds-WP_000666761.1	USA300HOU_RS08505	1704818	1705624	-	shikimate dehydrogenase	chorismate biosynthetic process|0009423||IEA	TCH1516	NC_010079.1	aroE
cds-WP_001280141.1	USA300HOU_RS08510	1705638	1706738	-	ribosome biogenesis GTPase YqeH	ribosome biogenesis|0042254||IEA	TCH1516	NC_010079.1	yqeH
cds-WP_000524902.1	USA300HOU_RS08515	1706739	1707266	-	YqeG family HAD IIIA-type phosphatase	None	TCH1516	NC_010079.1	USA300HOU_RS08515
cds-WP_000579275.1	USA300HOU_RS08520	1707286	1707972	-	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase	L-methionine salvage from methylthioadenosine|0019509||IEA	TCH1516	NC_010079.1	mtnN
cds-WP_000829750.1	USA300HOU_RS08530	1708286	1708555	+	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS08530
cds-WP_001548981.1	USA300HOU_RS08535	1708757	1709509	-	staphylococcal enterotoxin type 26	None	TCH1516	NC_010079.1	sel26
cds-WP_000542309.1	USA300HOU_RS08540	1709923	1711143	-	Fic family protein	None	TCH1516	NC_010079.1	USA300HOU_RS08540
cds-WP_000533238.1	USA300HOU_RS08545	1711432	1712661	-	NRAMP family divalent metal transporter	None	TCH1516	NC_010079.1	USA300HOU_RS08545
cds-WP_001261795.1	USA300HOU_RS08550	1712674	1713426	-	5-oxoprolinase subunit PxpA	None	TCH1516	NC_010079.1	pxpA
cds-WP_000942744.1	USA300HOU_RS08555	1713426	1714787	-	acetyl-CoA carboxylase biotin carboxylase subunit	None	TCH1516	NC_010079.1	USA300HOU_RS08555
cds-WP_001019337.1	USA300HOU_RS08560	1714801	1715250	-	biotin/lipoyl-containing protein	None	TCH1516	NC_010079.1	USA300HOU_RS08560
cds-WP_000023316.1	USA300HOU_RS08565	1715252	1716262	-	biotin-dependent carboxyltransferase family protein	None	TCH1516	NC_010079.1	USA300HOU_RS08565
cds-WP_000383180.1	USA300HOU_RS08570	1716252	1716986	-	5-oxoprolinase subunit PxpB	None	TCH1516	NC_010079.1	pxpB
cds-WP_000431312.1	USA300HOU_RS08575	1717312	1717788	-	transcription elongation factor GreA	regulation of DNA-templated transcription elongation|0032784||IEA	TCH1516	NC_010079.1	greA
cds-WP_000648617.1	USA300HOU_RS08580	1717816	1718439	-	uridine kinase	None	TCH1516	NC_010079.1	udk
cds-WP_000848304.1	USA300HOU_RS08585	1718439	1719707	-	U32 family peptidase	None	TCH1516	NC_010079.1	USA300HOU_RS08585
cds-WP_000137775.1	USA300HOU_RS08590	1719719	1720642	-	peptidase U32 family protein	None	TCH1516	NC_010079.1	USA300HOU_RS08590
cds-WP_000342266.1	USA300HOU_RS08595	1720645	1721283	-	methyltransferase domain-containing protein	None	TCH1516	NC_010079.1	USA300HOU_RS08595
cds-WP_000134779.1	USA300HOU_RS08600	1721568	1721876	-	DUF1292 domain-containing protein	None	TCH1516	NC_010079.1	USA300HOU_RS08600
cds-WP_000939059.1	USA300HOU_RS08605	1721891	1722319	-	Holliday junction resolvase RuvX	biological_process|0008150||IEA	TCH1516	NC_010079.1	ruvX
cds-WP_000426912.1	USA300HOU_RS08610	1722323	1722583	-	IreB family regulatory phosphoprotein	None	TCH1516	NC_010079.1	USA300HOU_RS08610
cds-WP_000734064.1	USA300HOU_RS08615	1722646	1725276	-	alanine--tRNA ligase	alanyl-tRNA aminoacylation|0006419||IEA	TCH1516	NC_010079.1	alaS
cds-WP_001283311.1	USA300HOU_RS08620	1725619	1728096	-	ATP-dependent RecD-like DNA helicase	None	TCH1516	NC_010079.1	USA300HOU_RS08620
cds-WP_000567028.1	USA300HOU_RS08625	1728098	1728766	-	tetratricopeptide repeat protein	None	TCH1516	NC_010079.1	USA300HOU_RS08625
cds-WP_000066097.1	USA300HOU_RS08630	1729228	1730346	-	tRNA 2-thiouridine(34) synthase MnmA	tRNA processing|0008033||IEA	TCH1516	NC_010079.1	mnmA
cds-WP_000409167.1	USA300HOU_RS08635	1730347	1731489	-	cysteine desulfurase family protein	None	TCH1516	NC_010079.1	USA300HOU_RS08635
cds-WP_000985886.1	USA300HOU_RS08640	1731801	1732814	+	LLM class flavin-dependent oxidoreductase	None	TCH1516	NC_010079.1	USA300HOU_RS08640
cds-WP_000009238.1	USA300HOU_RS08645	1733051	1733197	-	SAS049 family protein	None	TCH1516	NC_010079.1	USA300HOU_RS08645
cds-WP_000752913.1	USA300HOU_RS08650	1733237	1733419	-	CsbD family protein	None	TCH1516	NC_010079.1	USA300HOU_RS08650
cds-WP_000704122.1	USA300HOU_RS08655	1733519	1733941	-	Rrf2 family transcriptional regulator	None	TCH1516	NC_010079.1	USA300HOU_RS08655
cds-WP_000102735.1	USA300HOU_RS08660	1734026	1735300	+	replication-associated recombination protein A	None	TCH1516	NC_010079.1	USA300HOU_RS08660
cds-WP_000682646.1	USA300HOU_RS08665	1735461	1736234	-	tRNA threonylcarbamoyladenosine dehydratase	None	TCH1516	NC_010079.1	USA300HOU_RS08665
cds-WP_001790559.1	USA300HOU_RS08670	1736234	1736362	-	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS08670
rna-USA300HOU_RS15340	USA300HOU_RS15340	1736427	1736617	-	None	None	TCH1516	NC_010079.1	ssrS
exon-USA300HOU_RS15340-1	USA300HOU_RS15340	1736427	1736617	-	None	None	TCH1516	NC_010079.1	ssrS
cds-WP_000044799.1	USA300HOU_RS08675	1736695	1738461	-	aspartate--tRNA ligase	tRNA aminoacylation for protein translation|0006418||IEA	TCH1516	NC_010079.1	aspS
cds-WP_000590826.1	USA300HOU_RS08680	1738477	1739739	-	histidine--tRNA ligase	histidyl-tRNA aminoacylation|0006427||IEA	TCH1516	NC_010079.1	hisS
cds-WP_000717809.1	USA300HOU_RS08685	1740200	1741075	-	N-acetylmuramoyl-L-alanine amidase	peptidoglycan catabolic process|0009253||IEA	TCH1516	NC_010079.1	USA300HOU_RS08685
cds-WP_000869983.1	USA300HOU_RS08690	1741072	1741524	-	D-aminoacyl-tRNA deacylase	metabolic process|0008152||IEA	TCH1516	NC_010079.1	dtd
cds-WP_001058583.1	USA300HOU_RS08695	1741536	1743725	-	bifunctional (p)ppGpp synthetase/guanosine-3'%2C5'-bis(diphosphate) 3'-pyrophosphohydrolase	None	TCH1516	NC_010079.1	USA300HOU_RS08695
cds-WP_000364542.1	USA300HOU_RS08700	1744153	1744671	-	adenine phosphoribosyltransferase	adenine salvage|0006168||IEA,nucleoside metabolic process|0009116||IEA	TCH1516	NC_010079.1	USA300HOU_RS08700
cds-WP_000594993.1	USA300HOU_RS08705	1744693	1746966	-	single-stranded-DNA-specific exonuclease RecJ	DNA recombination|0006310||IEA	TCH1516	NC_010079.1	recJ
cds-WP_000749795.1	USA300HOU_RS08710	1747169	1749448	-	protein translocase subunit SecDF	None	TCH1516	NC_010079.1	secDF
cds-WP_001160682.1	USA300HOU_RS08715	1749723	1749983	-	preprotein translocase subunit YajC	protein secretion|0009306||IEA	TCH1516	NC_010079.1	yajC
cds-WP_001112045.1	USA300HOU_RS08720	1750002	1751141	-	tRNA guanosine(34) transglycosylase Tgt	tRNA modification|0006400||IEA	TCH1516	NC_010079.1	tgt
cds-WP_001019172.1	USA300HOU_RS08725	1751164	1752189	-	tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA	None	TCH1516	NC_010079.1	queA
cds-WP_001005767.1	USA300HOU_RS08730	1752191	1753195	-	Holliday junction branch migration DNA helicase RuvB	DNA repair|0006281||IEA,DNA recombination|0006310||IEA	TCH1516	NC_010079.1	ruvB
cds-WP_000271547.1	USA300HOU_RS08735	1753227	1753829	-	Holliday junction branch migration protein RuvA	DNA recombination|0006310||IEA	TCH1516	NC_010079.1	ruvA
cds-WP_000368902.1	USA300HOU_RS08740	1753843	1754298	-	ACT domain-containing protein	None	TCH1516	NC_010079.1	USA300HOU_RS08740
cds-WP_000496100.1	USA300HOU_RS08745	1754311	1755603	-	GTPase ObgE	None	TCH1516	NC_010079.1	obgE
cds-WP_000916187.1	USA300HOU_RS08750	1755958	1756242	-	50S ribosomal protein L27	translation|0006412||IEA	TCH1516	NC_010079.1	rpmA
cds-WP_000633692.1	USA300HOU_RS08755	1756254	1756574	-	ribosomal-processing cysteine protease Prp	None	TCH1516	NC_010079.1	USA300HOU_RS08755
cds-WP_000457386.1	USA300HOU_RS08760	1756580	1756888	-	50S ribosomal protein L21	translation|0006412||IEA	TCH1516	NC_010079.1	rplU
id-NC_010079.1:1756901..1757028	None	1756901	1757028	-	None	None	TCH1516	NC_010079.1	None
cds-WP_001259925.1	USA300HOU_RS08765	1757055	1757585	-	rod shape-determining protein MreD	regulation of cell shape|0008360||IEA	TCH1516	NC_010079.1	mreD
cds-WP_000911041.1	USA300HOU_RS08770	1757585	1758427	-	rod shape-determining protein MreC	regulation of cell shape|0008360||IEA	TCH1516	NC_010079.1	mreC
cds-WP_000840602.1	USA300HOU_RS08775	1758627	1758746	-	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS08775
cds-WP_001236735.1	USA300HOU_RS08780	1758820	1759293	-	DUF4930 family protein	None	TCH1516	NC_010079.1	USA300HOU_RS08780
cds-WP_000025835.1	USA300HOU_RS15345	1759453	1759650	+	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS15345
cds-WP_000171859.1	USA300HOU_RS08785	1759767	1760051	-	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS08785
cds-WP_000692870.1	USA300HOU_RS08790	1760119	1760805	-	DNA repair protein RadC	DNA repair|0006281||IEA	TCH1516	NC_010079.1	radC
cds-WP_000261115.1	USA300HOU_RS08795	1760802	1761509	-	A24 family peptidase	None	TCH1516	NC_010079.1	USA300HOU_RS08795
cds-WP_001108346.1	USA300HOU_RS08805	1761779	1763050	-	folylpolyglutamate synthase/dihydrofolate synthase family protein	None	TCH1516	NC_010079.1	USA300HOU_RS08805
cds-WP_000425353.1	USA300HOU_RS08810	1763063	1765693	-	valine--tRNA ligase	valyl-tRNA aminoacylation|0006438||IEA	TCH1516	NC_010079.1	USA300HOU_RS08810
id-NC_010079.1:1765737..1766038	None	1765737	1766038	-	None	None	TCH1516	NC_010079.1	None
cds-WP_001001228.1	USA300HOU_RS08815	1766096	1766656	+	DNA-3-methyladenine glycosylase I	None	TCH1516	NC_010079.1	USA300HOU_RS08815
cds-WP_001240848.1	USA300HOU_RS08820	1766879	1767952	-	AbrB family transcriptional regulator	None	TCH1516	NC_010079.1	USA300HOU_RS08820
cds-WP_001788970.1	USA300HOU_RS08825	1767986	1768087	-	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS08825
cds-WP_001270868.1	USA300HOU_RS08830	1768148	1769434	-	glutamate-1-semialdehyde 2%2C1-aminomutase	porphyrin-containing compound biosynthetic process|0006779||IEA	TCH1516	NC_010079.1	hemL
cds-WP_000667126.1	USA300HOU_RS08835	1769482	1770456	-	porphobilinogen synthase	tetrapyrrole biosynthetic process|0033014||IEA	TCH1516	NC_010079.1	hemB
cds-WP_000805950.1	USA300HOU_RS08840	1770459	1771127	-	uroporphyrinogen-III synthase	None	TCH1516	NC_010079.1	USA300HOU_RS08840
cds-WP_001230228.1	USA300HOU_RS08845	1771149	1772075	-	hydroxymethylbilane synthase	porphyrin-containing compound biosynthetic process|0006779||IEA	TCH1516	NC_010079.1	hemC
cds-WP_001157329.1	USA300HOU_RS08850	1772117	1772932	-	cytochrome c biogenesis protein	None	TCH1516	NC_010079.1	USA300HOU_RS08850
cds-WP_000545451.1	USA300HOU_RS08855	1772954	1774300	-	glutamyl-tRNA reductase	porphyrin-containing compound biosynthetic process|0006779||IEA	TCH1516	NC_010079.1	hemA
cds-WP_000867697.1	USA300HOU_RS08860	1774517	1775107	-	ribosome biogenesis GTP-binding protein YihA/YsxC	ribosome biogenesis|0042254||IEA	TCH1516	NC_010079.1	yihA
cds-WP_000472302.1	USA300HOU_RS08865	1775261	1776523	-	ATP-dependent Clp protease ATP-binding subunit ClpX	None	TCH1516	NC_010079.1	clpX
cds-WP_000127573.1	USA300HOU_RS08870	1776674	1777975	-	trigger factor	'de novo' cotranslational protein folding|0051083||IEA	TCH1516	NC_010079.1	tig
cds-WP_001790560.1	USA300HOU_RS08875	1778023	1778133	-	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS08875
cds-WP_001280018.1	USA300HOU_RS08880	1778138	1779067	-	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS08880
cds-WP_000032657.1	USA300HOU_RS08885	1779086	1779694	-	NUDIX domain-containing protein	None	TCH1516	NC_010079.1	USA300HOU_RS08885
cds-WP_001138360.1	USA300HOU_RS08895	1779836	1780192	-	50S ribosomal protein L20	translation|0006412||IEA	TCH1516	NC_010079.1	rplT
cds-WP_001125540.1	USA300HOU_RS08900	1780239	1780439	-	50S ribosomal protein L35	translation|0006412||IEA	TCH1516	NC_010079.1	rpmI
cds-WP_001791162.1	USA300HOU_RS08905	1780468	1780995	-	translation initiation factor IF-3	translational initiation|0006413||IEA	TCH1516	NC_010079.1	infC
id-NC_010079.1:1781024..1781149	None	1781024	1781149	-	None	None	TCH1516	NC_010079.1	None
cds-WP_000049154.1	USA300HOU_RS08910	1781224	1782717	-	amino acid permease	None	TCH1516	NC_010079.1	USA300HOU_RS08910
id-NC_010079.1:1782862..1783037	None	1782862	1783037	-	None	None	TCH1516	NC_010079.1	None
cds-WP_000435132.1	USA300HOU_RS08915	1783143	1785080	-	threonine--tRNA ligase	threonyl-tRNA aminoacylation|0006435||IEA	TCH1516	NC_010079.1	thrS
cds-WP_001790562.1	USA300HOU_RS08920	1785278	1785400	-	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS08920
cds-WP_000808621.1	USA300HOU_RS08925	1785493	1786413	-	primosomal protein DnaI	None	TCH1516	NC_010079.1	dnaI
cds-WP_000533485.1	USA300HOU_RS08930	1786413	1787813	-	replication initiation and membrane attachment family protein	None	TCH1516	NC_010079.1	USA300HOU_RS08930
cds-WP_000650082.1	USA300HOU_RS08935	1787814	1788284	-	transcriptional regulator NrdR	regulation of DNA-templated transcription|0006355||IEA	TCH1516	NC_010079.1	nrdR
cds-WP_000106141.1	USA300HOU_RS08940	1788494	1789519	-	type I glyceraldehyde-3-phosphate dehydrogenase	gluconeogenesis|0006094||IEA,glycolytic process|0006096||IEA,glyceraldehyde-3-phosphate metabolic process|0019682||IEA	TCH1516	NC_010079.1	gap
cds-WP_001127167.1	USA300HOU_RS08945	1789689	1790312	-	dephospho-CoA kinase	coenzyme A biosynthetic process|0015937||IEA	TCH1516	NC_010079.1	coaE
cds-WP_001114452.1	USA300HOU_RS08950	1790328	1791200	-	bifunctional DNA-formamidopyrimidine glycosylase/DNA-(apurinic or apyrimidinic site) lyase	DNA repair|0006281||IEA,base-excision repair|0006284||IEA	TCH1516	NC_010079.1	mutM
cds-WP_001038308.1	USA300HOU_RS08955	1791216	1793846	-	DNA polymerase I	DNA-templated DNA replication|0006261||IEA	TCH1516	NC_010079.1	polA
cds-WP_000849439.1	USA300HOU_RS08960	1794140	1795627	-	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS08960
cds-WP_011443641.1	USA300HOU_RS08965	1796126	1797787	-	ATP-binding protein	None	TCH1516	NC_010079.1	USA300HOU_RS08965
cds-WP_000080028.1	USA300HOU_RS08970	1797787	1798491	-	response regulator	None	TCH1516	NC_010079.1	USA300HOU_RS08970
cds-WP_000123165.1	USA300HOU_RS08980	1798881	1800149	-	NADP-dependent isocitrate dehydrogenase	tricarboxylic acid cycle|0006099||IEA	TCH1516	NC_010079.1	icd
cds-WP_000829167.1	USA300HOU_RS08985	1800198	1801319	-	citrate synthase	None	TCH1516	NC_010079.1	USA300HOU_RS08985
cds-WP_000818525.1	USA300HOU_RS08990	1801667	1803028	+	amino acid permease	None	TCH1516	NC_010079.1	USA300HOU_RS08990
gene-USA300HOU_RS15350	USA300HOU_RS15350	1803061	1804712	-	None	None	TCH1516	NC_010079.1	USA300HOU_RS15350
cds-USA300HOU_RS15350	USA300HOU_RS15350	1803061	1804712	-	IS1182 family transposase	None	TCH1516	NC_010079.1	USA300HOU_RS15350
cds-WP_001232648.1	USA300HOU_RS09005	1805353	1807110	-	pyruvate kinase	glycolytic process|0006096||IEA	TCH1516	NC_010079.1	pyk
cds-WP_000717561.1	USA300HOU_RS09010	1807132	1808100	-	6-phosphofructokinase	glycolytic process|0006096||IEA	TCH1516	NC_010079.1	pfkA
cds-WP_000883645.1	USA300HOU_RS09015	1808369	1809313	-	acetyl-CoA carboxylase carboxyltransferase subunit alpha	fatty acid biosynthetic process|0006633||IEA	TCH1516	NC_010079.1	USA300HOU_RS09015
cds-WP_000471571.1	USA300HOU_RS09020	1809313	1810170	-	acetyl-CoA carboxylase%2C carboxyltransferase subunit beta	fatty acid biosynthetic process|0006633||IEA	TCH1516	NC_010079.1	accD
cds-WP_000058383.1	USA300HOU_RS09025	1810365	1811594	-	malic enzyme-like NAD(P)-binding protein	None	TCH1516	NC_010079.1	USA300HOU_RS09025
cds-WP_000226911.1	USA300HOU_RS09030	1812044	1815241	-	DNA polymerase III subunit alpha	None	TCH1516	NC_010079.1	USA300HOU_RS09030
cds-WP_000626074.1	USA300HOU_RS09035	1815262	1816203	-	pApA hydrolase Pde2	None	TCH1516	NC_010079.1	pde2
cds-WP_000160435.1	USA300HOU_RS09040	1816464	1817762	-	CBS domain-containing protein	None	TCH1516	NC_010079.1	USA300HOU_RS09040
cds-WP_000277602.1	USA300HOU_RS09045	1817967	1818380	+	universal stress protein	None	TCH1516	NC_010079.1	USA300HOU_RS09045
cds-WP_000777188.1	USA300HOU_RS09050	1818685	1819374	-	metal-dependent hydrolase	None	TCH1516	NC_010079.1	USA300HOU_RS09050
cds-WP_000161661.1	USA300HOU_RS09055	1819549	1820604	+	Xaa-Pro peptidase family protein	None	TCH1516	NC_010079.1	USA300HOU_RS09055
cds-WP_001789984.1	USA300HOU_RS09060	1820698	1820796	-	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS09060
cds-WP_000689998.1	USA300HOU_RS09065	1820920	1822038	-	alanine dehydrogenase	alanine metabolic process|0006522||IEA	TCH1516	NC_010079.1	ald
cds-WP_000634175.1	USA300HOU_RS09070	1822179	1822679	+	universal stress protein	None	TCH1516	NC_010079.1	USA300HOU_RS09070
cds-WP_000040069.1	USA300HOU_RS09075	1822925	1824127	-	acetate kinase	None	TCH1516	NC_010079.1	USA300HOU_RS09075
cds-WP_000840574.1	USA300HOU_RS09080	1824215	1825162	-	class I SAM-dependent methyltransferase	None	TCH1516	NC_010079.1	USA300HOU_RS09080
cds-WP_000136253.1	USA300HOU_RS09085	1825285	1825779	-	thiol peroxidase	None	TCH1516	NC_010079.1	tpx
cds-WP_000365320.1	USA300HOU_RS09090	1825877	1826647	-	TSUP family transporter	None	TCH1516	NC_010079.1	USA300HOU_RS09090
cds-WP_000872653.1	USA300HOU_RS09095	1826691	1827914	-	tRNA uracil 4-sulfurtransferase ThiI	tRNA modification|0006400||IEA,thiamine biosynthetic process|0009228||IEA	TCH1516	NC_010079.1	thiI
cds-WP_011447028.1	USA300HOU_RS09100	1827914	1829062	-	cysteine desulfurase family protein	None	TCH1516	NC_010079.1	USA300HOU_RS09100
cds-WP_001789981.1	USA300HOU_RS09105	1829211	1829351	+	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS09105
cds-WP_000244865.1	USA300HOU_RS09110	1829425	1831119	-	septation ring formation regulator EzrA	None	TCH1516	NC_010079.1	ezrA
cds-WP_000207845.1	USA300HOU_RS09115	1831256	1831720	+	GAF domain-containing protein	None	TCH1516	NC_010079.1	USA300HOU_RS09115
cds-WP_000090512.1	USA300HOU_RS09120	1831964	1832566	+	30S ribosomal protein S4	translation|0006412||IEA	TCH1516	NC_010079.1	rpsD
cds-WP_000174282.1	USA300HOU_RS09130	1832782	1833525	-	glycerophosphodiester phosphodiesterase family protein	lipid metabolic process|0006629||IEA	TCH1516	NC_010079.1	USA300HOU_RS09130
cds-WP_000553926.1	USA300HOU_RS09135	1833605	1834051	+	OsmC family protein	None	TCH1516	NC_010079.1	USA300HOU_RS09135
cds-WP_000291415.1	USA300HOU_RS09140	1834165	1835325	+	alanine--glyoxylate aminotransferase family protein	None	TCH1516	NC_010079.1	USA300HOU_RS09140
cds-WP_000808845.1	USA300HOU_RS09145	1835312	1836916	+	phosphoglycerate dehydrogenase	L-serine biosynthetic process|0006564||IEA	TCH1516	NC_010079.1	serA
cds-WP_001789986.1	USA300HOU_RS09150	1837010	1837105	+	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS09150
cds-WP_000721707.1	USA300HOU_RS09155	1837066	1838196	-	HAD family hydrolase	None	TCH1516	NC_010079.1	USA300HOU_RS09155
cds-WP_000276371.1	USA300HOU_RS09160	1838303	1839769	-	N-acetylglucosamine-specific PTS transporter subunit IIBC	None	TCH1516	NC_010079.1	nagE
cds-WP_000287588.1	USA300HOU_RS09165	1839897	1840514	-	1-acyl-sn-glycerol-3-phosphate acyltransferase	None	TCH1516	NC_010079.1	USA300HOU_RS09165
cds-WP_001279338.1	USA300HOU_RS09170	1840686	1841960	+	trypsin-like peptidase domain-containing protein	None	TCH1516	NC_010079.1	USA300HOU_RS09170
cds-WP_000186029.1	USA300HOU_RS09175	1842054	1843316	-	tyrosine--tRNA ligase	tyrosyl-tRNA aminoacylation|0006437||IEA	TCH1516	NC_010079.1	tyrS
cds-WP_000184370.1	USA300HOU_RS09180	1843698	1844603	+	transglycosylase domain-containing protein	None	TCH1516	NC_010079.1	USA300HOU_RS09180
cds-WP_001789987.1	USA300HOU_RS09185	1844583	1844675	-	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS09185
cds-WP_001032773.1	USA300HOU_RS09190	1844806	1847493	-	haptoglobin-binding heme uptake protein HarA	None	TCH1516	NC_010079.1	harA
cds-WP_000149404.1	USA300HOU_RS09195	1847789	1849456	-	formate--tetrahydrofolate ligase	None	TCH1516	NC_010079.1	USA300HOU_RS09195
cds-WP_000862083.1	USA300HOU_RS09200	1849896	1851602	-	acetate--CoA ligase	None	TCH1516	NC_010079.1	acsA
cds-WP_001015996.1	USA300HOU_RS09205	1851771	1852403	+	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS09205
cds-WP_001184005.1	USA300HOU_RS09210	1852428	1853597	+	acetoin utilization protein AcuC	None	TCH1516	NC_010079.1	USA300HOU_RS09210
cds-WP_000219066.1	USA300HOU_RS09215	1853695	1854684	-	catabolite control protein A	carbohydrate metabolic process|0005975||IEA,regulation of DNA-templated transcription|0006355||IEA	TCH1516	NC_010079.1	ccpA
cds-WP_001788994.1	USA300HOU_RS09220	1854757	1854870	-	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS09220
cds-WP_000066378.1	USA300HOU_RS09225	1855224	1856315	-	bifunctional 3-deoxy-7-phosphoheptulonate synthase/chorismate mutase	aromatic amino acid family biosynthetic process|0009073||IEA,chorismate metabolic process|0046417||IEA	TCH1516	NC_010079.1	USA300HOU_RS09225
cds-WP_001791758.1	USA300HOU_RS09230	1856776	1856880	-	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS09230
cds-WP_000193917.1	USA300HOU_RS09235	1857015	1858373	-	hypothetical protein	None	TCH1516	NC_010079.1	USA300HOU_RS09235
cds-WP_000383814.1	USA300HOU_RS09240	1858447	1858938	-	DUF948 domain-containing protein	None	TCH1516	NC_010079.1	USA300HOU_RS09240
cds-WP_000150168.1	USA300HOU_RS09245	1859012	1860325	-	UDP-N-acetylmuramate--L-alanine ligase	peptidoglycan biosynthetic process|0009252||IEA	TCH1516	NC_010079.1	murC
cds-WP_000118287.1	USA300HOU_RS09250	1860349	1864173	-	DNA translocase FtsK	None	TCH1516	NC_010079.1	USA300HOU_RS09250
cds-WP_001048368.1	USA300HOU_RS09255	1864194	1864790	-	DUF4479 family protein	None	TCH1516	NC_010079.1	USA300HOU_RS09255
